-34491.41299115709	0.046090909090909064
-34632.623316038036	0.05084090909090907
-34604.66031888521	0.053
-34496.593105786116	0.0468181818181818
-34606.925956509614	0.05786363636363635
-34387.580203741374	0.0723181818181818
-34491.411264795424	0.052090909090909084
-34507.92459620189	0.04679545454545453
-34518.91554757614	0.0475681818181818
-34366.7298191319	0.07686363636363634
-34471.914556375676	0.05411363636363635
-34430.37025003484	0.06072727272727275
-34452.135633730104	0.05768181818181816
-34528.404496111034	0.049318181818181824
-34401.52897693352	0.0745454545454546
-34535.67504962609	0.04952272727272725
-34408.943385508785	0.07288636363636361
-34395.182704996056	0.07845454545454543
-34422.686987776775	0.07393181818181815
-34569.99402343769	0.046795454545454536
-34443.2623593204	0.0701590909090909
-34541.98155865462	0.048954545454545466
-34569.76334281982	0.05006818181818183
-34439.44648982672	0.07588636363636367
