1.244
1.252
1.233
1.29
1.244
1.269
1.241
1.235
1.247
1.21
1.23
1.242
1.233
1.173
1.269
1.279
1.22
1.226
1.247
1.242
1.242
1.289
1.183
1.216
1.236
1.243
1.183
1.246
1.229
1.251
